company_name,company_category,description,tag_list,founded_at,country,state,region,funding_total_usd,funded_at,funded_year,funded_quarter,cb_url,homepage_url
Chip Estimate,software,,,1/1/2003,USA,CA,SF Bay,3500000,10/4/2006,2006,2006-Q4,/company/chip-estimate,http://www.chipestimate.com
Intellitactics,software,,,1/1/1996,USA,VA,Washington DC,3500000,10/17/2005,2005,2005-Q4,/company/intellitactics,http://www.intellitactics.com
PasswordBank,software,,"identity-as-a-service, idaas, single-signon, single-sign-on, enterprise-sso, websso, web-sso, web-single-signon, e-sso, iam, federation, unified-identity, sap-security",1/1/2008,USA,CA,SF Bay,3500000,7/1/2009,2009,2009-Q3,/company/passwordbank,
EntropySoft,software,Enterprise software connectivity,"connectors, etl, content-etl, connector, cmis, integration, connectivity, synchronization, cloud, ecm, cms",3/1/2005,FRA,,Paris,3500000,3/16/2011,2011,2011-Q1,/company/entropysoft,http://www.entropysoft.net
GATe Technology,software,Embedded Electronic Systems and Network,"software, network, electronic, e-nove, testing, automotive, embedded, aerospace--defense, train, ship-building, energy, medical, telecommunication",7/1/2007,VNM,,Ho Chi Minh,3500000,4/21/2011,2011,2011-Q2,/company/gate-technology,http://www.gate-technology.com
TribeHR,software,SaaS HR for <1000 employees,"hr, human-resources, saas, hris, hrms, social",1/1/2009,CAN,,Kitchener,3500000,7/27/2011,2011,2011-Q3,/company/tribe-hr,http://www.tribehr.com
CLEO Communications,software,Advanced software solutions,,1/1/1976,USA,IL,Loves Park,3500000,5/16/2012,2012,2012-Q2,/company/cleo-communications,http://www.cleo.com
Ticket Evolution,software,Ticket Reseller Software Solutions,"ticket-broker-software, ticket-aggregator, ticket-marketplace, secondary-ticket-industry, ticket-reseller",7/14/2010,USA,NJ,New York,3500000,5/18/2012,2012,2012-Q2,/company/ticket-evolution,http://www.ticketevolution.com
ERMS Corporation,software,,,1/1/2002,CAN,,Ontario,3500000,9/12/2013,2013,2013-Q3,/company/erms-corporation,http://ermscorp.com
KAL,software,software developer,,1/1/1989,GBR,,Edinburgh,3493737,5/1/2001,2001,2001-Q2,/company/kal,http://www.kal.com/KAL
Paradial,software,,,1/1/2001,NOR,,Oslo,3490000,7/24/2006,2006,2006-Q3,/company/paradial,http://www.paradial.com
Hi-Stor Technologies,software,software solutions,,1/1/1997,FRA,,Toulouse,3480000,10/31/2007,2007,2007-Q4,/company/hi-stor-technologies,http://www.histor.fr
Help Scout,software,Web Applications ,"web-applications, helpscout, email, techstars, techstars-boston-2011",1/1/2011,USA,MA,Boston,3450430,10/8/2011,2011,2011-Q4,/company/brightwurks,https://www.helpscout.net
Everwise,software,Workplace mentoring. Reinvented.,,4/1/2012,USA,NY,New York,3450000,6/19/2013,2013,2013-Q2,/company/everwise,http://www.geteverwise.com
KeTech,software,,,,,,unknown,3427888,7/31/2009,2009,2009-Q3,/company/ketech,http://www.ketech.com
Abacus e-Media,software,Website Developer,,1/1/1977,GBR,,London,3409316,8/1/2013,2013,2013-Q3,/company/abacus-e-media,http://abacusemedia.com
Portico Learning Solutions,software,elearning Courseware,,,USA,LA,Baton Rouge,3400000,3/18/2008,2008,2008-Q1,/company/portico-learning-solutions,http://www.porticolearning.com/index.htm
Hingi,software,,,1/1/2005,ISR,,Tel Aviv,3400000,5/20/2007,2007,2007-Q2,/company/hingi,
Pipedrive,software,Developer of Sales Management Software,"sales, sales-management, crm, productivity, money, saas, sfa, pipeline",6/21/2010,USA,CA,SF Bay,3400000,7/31/2012,2012,2012-Q3,/company/pipedrive,http://www.pipedrive.com
SOLOMO Technology,software,Mobile solutions for the enterprise,"mobile, cloud, azure, microsoft, geo-fencing, proximity, hyper-location, location-based-services, indoor-lbs, indoor-location, pidm, personal-identity-management, digital-identity",5/1/2011,USA,WI,Madison,3386432,5/29/2013,2013,2013-Q2,/company/solomo-technology,http://solomotechnology.com
Aristo Music,software,,,,BEL,,Hasselt,3380000,11/25/2008,2008,2008-Q4,/company/aristo-music,http://www.aristomusic.be
Opax,software,Computer Software,,,NOR,,Lillestrom,3360000,3/28/2008,2008,2008-Q1,/company/opax,http://www.opax.com
m-spatial,software,,,1/1/2000,GBR,,London,3330000,2/28/2006,2006,2006-Q1,/company/m-spatial,
Lyatiss,software,Cloud Performance Automation Software,"application-defined-networking, cloud-application-performance-monitoring, software-defined-networking, cloud-computing",6/1/2010,USA,CA,SF Bay,3320000,5/1/2012,2012,2012-Q2,/company/lyatiss,http://lyatiss.com
Accruit,software,,,1/1/2000,USA,CO,Denver,3315000,7/3/2008,2008,2008-Q3,/company/accruit,http://www.accruit.com
Fifth Generation Technologies India Private,software,outsourced software product development ,,1/1/1998,IND,,Chennai,3310000,11/25/2009,2009,2009-Q4,/company/fifth-generation-technologies-india-private,http://www.fifthgentech.com
batterii,software,,,,USA,OH,Cincinnati,3300000,5/11/2012,2012,2012-Q2,/company/batterii,http://www.batterii.com
Introhive,software,Social Selling Platform,"software, saas, sales, hi-tech, relationship-management, relationship-capital, social-selling, b2b-sales",1/1/2012,USA,DC,Washington DC,3300000,1/1/2012,2012,2012-Q1,/company/introhive,https://introhive.com
Synerscope,software,Big Data visualization analytics,"big-data, analytics, visualization",3/1/2011,NLD,,unknown,3300000,3/1/2011,2011,2011-Q1,/company/synerscope,http://www.synerscope.com
evidanza,software,software provider,,1/1/2001,DEU,,Heroldsberg,3260000,4/23/2007,2007,2007-Q2,/company/evidanza,http://www.evidanza.de
True North Technology,software,,,,USA,GA,Atlanta,3250000,8/7/2007,2007,2007-Q3,/company/true-north-technology,http://truenorthtechnology.com
Anatole,software,,,,FRA,,Paris,3241000,11/3/2010,2010,2010-Q4,/company/anatole,http://www.anatole.eu
Art of Defence,software,,,,DEU,,Regensburg,3239000,7/9/2006,2006,2006-Q3,/company/art-of-defence,http://www.artofdefence.com
Lixto Software,software,,,,AUT,,Vienna,3230250,1/29/2007,2007,2007-Q1,/company/lixto-software,http://www.lixto.com
iCreate Software,software,(BI) and analytics products,,1/1/2006,IND,,Bangalore,3230000,1/29/2010,2010,2010-Q1,/company/icreate-software,http://www.icreate.in
Boston Technologies,software,Forex Technology Provider,"forex, foreign-exchange, brokerage",1/1/2007,USA,MA,Boston,3225000,6/22/2011,2011,2011-Q2,/company/boston-technologies,http://www.bostontechnologies.com
OutSystems,software,Enterprise Software Development,"web-application-development, enterprise-application-development, custom-enterprise-web-applications, agile-software-development, agile-development-tools, agile-platform",3/1/2001,PRT,,Linda-a-Velha,3220000,6/21/2007,2007,2007-Q2,/company/outsystems,http://www.outsystems.com
IT Trading,software,,,,USA,CA,Los Angeles,3200000,9/6/2010,2010,2010-Q3,/company/it-trading,http://www.ittradingllc.com
Zadspace,software,,,1/1/2006,USA,,United States - Other,3200000,3/24/2011,2011,2011-Q1,/company/zadspace,http://www.zadspace.com
Rehab Documentation,software,,,1/1/1995,USA,TN,Nashville,3200000,1/14/2013,2013,2013-Q1,/company/rehab-documentation,http://rehabdocumentation.com
PeopleLinx,software,,,1/1/2009,USA,PA,Philadelphia,3200000,3/19/2013,2013,2013-Q1,/company/peoplelinx,http://peoplelinx.com
Quantason,software,,,1/1/2009,USA,PA,Philadelphia,3200000,10/23/2012,2012,2012-Q4,/company/quantason,http://www.quantason.com
AppGate Network Security,software,IT security,"network-security, remote-access, application-firewall, firewall, access-management, access-control, network-access-control, nac",1/1/2002,SWE,,Gothenburg,3180000,3/13/2006,2006,2006-Q1,/company/appgate-network-security,http://cryptzone.com
NextPrinciples,software,Social Analytics & Engagement Platform,"crm, social-media-management, customer-centric-businesses-social-media-management-system, social-media-tool, tweet, schedule, statistics, multi-user, twitter, web-based-application, social, media, marketiing, software, saas, platform, social-media-marketi",12/1/2010,USA,CA,SF Bay,3174999,3/13/2012,2012,2012-Q1,/company/nextprinciples,http://nextprinciples.com
Async Technologies,software,,web2ireland,1/1/2004,IRL,,Ennis,3160000,10/21/2008,2008,2008-Q4,/company/async-technologies,http://www.async.ie
Diino Systems,software,,,,SWE,,Sweden - Other,3152610,7/31/2007,2007,2007-Q3,/company/diino,http://www.diinosystems.com
Cellcrypt,software,mobile voice calling ,,1/1/2005,GBR,,London,3150000,1/24/2007,2007,2007-Q1,/company/cellcrypt,http://www.cellcrypt.com
BlackJet,software,,,,USA,FL,Palm Beach,3135000,10/26/2012,2012,2012-Q4,/company/blackjet,http://BlackJet.com
B-kin Software,software,,,,ESP,,Leioa,3134000,4/1/2007,2007,2007-Q2,/company/b-kin-software,http://www.b-kin.com
Magiq,software,,,,GBR,,Newbury,3107303,12/20/2010,2010,2010-Q4,/company/magiq,http://www.magiq.com
VisualOn,software,Multimedia Software,,1/3/2011,USA,CA,SF Bay,3100000,12/21/2007,2007,2007-Q4,/company/visualon,http://visualon.com
Axel Technologies,software,Mobile TV software,,1/1/2003,FIN,,TURKU,3100000,1/21/2009,2009,2009-Q1,/company/axel-technologies,http://www.axel.fi
Ringadoc,software,Physician Patient Communication,,1/1/2010,USA,CA,SF Bay,3100000,6/7/2012,2012,2012-Q2,/company/ringadoc,http://www.ringadoc.com
Oonair,software,"Capture,Upload & publish. Mobile to web.","mobile, video, live, journalism",1/1/2009,ESP,,Barcelona,3098400,5/14/2010,2010,2010-Q2,/company/oonair,http://www.oonair.com
Take the Interview,software,,"video-interview, human-resources, human-resource-management, human-capital-management, recruitment-process-outsourcing, applicant-tracking-system",2/1/2011,USA,NY,New York,3096763,6/25/2013,2013,2013-Q2,/company/take-the-interview,http://www.taketheinterview.com
Polymita Technologies,software,BPMS Global Software Vendor,"bpm, processes, managment, efficiency, kpi, indicators, workflows, monitoring",1/1/2002,ESP,,Barcelona,3091250,4/24/2006,2006,2006-Q2,/company/polymita-technologies,http://www.polymita.com
Jedox,software,,"excel, spread-sheets, enterprise-technology, corporate-performance-management, corporate-planning, business-intelligence",1/1/2002,DEU,,Frieburg,3090000,6/18/2008,2008,2008-Q2,/company/jedox,http://www.jedox.com
GEOCOMtms,software,Management Software,,1/1/1999,USA,GA,Atlanta,3070000,6/16/2005,2005,2005-Q2,/company/geocomtms,
Distil Interactive,software,automated teaching and testing solutions,,1/1/2005,CAN,,Ottawa,3048000,6/18/2007,2007,2007-Q2,/company/distil-interactive,http://www.distilinteractive.com
Wywy,software,,,,DEU,,Munich,3046250,7/13/2012,2012,2012-Q3,/company/wywy,http://wywy.com
Process System Enterprise,software,process modeling software,,1/1/1997,GBR,,London,3040000,7/10/2007,2007,2007-Q3,/company/process-system-enterprise,http://www.psenterprise.com
CAPS Entreprise,software,software company,"many-core, hpc, compilers, programming, software",1/1/2002,FRA,,Rennes,3030000,10/29/2007,2007,2007-Q4,/company/caps-entreprise,http://www.caps-entreprise.com
Tenebril,software,,,,USA,MA,Boston,3030000,4/3/2006,2006,2006-Q2,/company/tenebril,http://www.tenebril.com
Oasys Design Systems,software,,,1/1/2004,USA,CA,SF Bay,3018230,4/10/2012,2012,2012-Q2,/company/oasys-design-systems,http://www.oasys-ds.com
Jeego,software,,,,GBR,,London,3015089,9/5/2007,2007,2007-Q3,/company/sharpcards,http://www.jeego.me
Poptip,software,feedback tools for everything,"communities, big-data, social-media-platforms, polling, techstars, techstars-nyc-2012",1/1/2012,USA,NY,New York,3001984,6/5/2012,2012,2012-Q2,/company/poptip,http://poptip.com
Illumix Software,software,IT Strategy,"business-intelligence, network-discovery, it-asset-management",4/1/2008,GBR,,London,3000000,11/1/2008,2008,2008-Q4,/company/illumix-software,http://www.illumix.com
Gecko Audio,software,,,1/1/2006,USA,CA,SF Bay,3000000,11/1/2006,2006,2006-Q4,/company/gecko-audio,http://www.geckoaudio.com
Playboox,software,Software stores,,,USA,CA,SF Bay,3000000,6/19/2008,2008,2008-Q2,/company/playboox,http://www.playboox.com
Wiral Internet Group,software,,,1/1/2006,SWE,,Stockholm,3000000,10/31/2008,2008,2008-Q4,/company/wiral-internet-group,http://www.wiral.com
Texert,software,,,1/1/2007,USA,TX,Dallas,3000000,10/21/2008,2008,2008-Q4,/company/texert,http://www.texertinc.com
Digital Payment Technologies,software,,,1/1/1997,CAN,,Canada - Other,3000000,11/4/2008,2008,2008-Q4,/company/digital-payment-technologies,http://www.digitalpaytech.com
Crowd Fusion,software,Web CMS Framework,"cms, web, platform, framework, software, development, vertical-site-development",6/1/2007,,,unknown,3000000,7/1/2008,2008,2008-Q3,/company/crowd-fusion,http://www.crowdfusion.com
Braintech,software,Machine Vision Software,,,USA,VA,Washington DC,3000000,11/11/2009,2009,2009-Q4,/company/braintech,http://www.Braintech.com
GettingHired,software,Jobsite for people with disabilities,,1/1/2004,USA,NJ,Bedminster,3000000,11/18/2009,2009,2009-Q4,/company/gettinghired,http://www.gettinghired.com
Hi-Tech Solutions,software,system and software company,,1/1/1992,ISR,,Rishon le Zion,3000000,1/2/2008,2008,2008-Q1,/company/hi-tech-solutions,http://www.htsol.com
ByRead,software,mobile internet application software,,8/1/2005,,,unknown,3000000,12/2/2009,2009,2009-Q4,/company/byread,http://www.byread.com
Arc Solutions,software,,,,USA,NC,Raleigh-Durham,3000000,8/15/2007,2007,2007-Q3,/company/arc-solutions,http://www.arcsolutions.com
Transcepta,software,electronic invoice solutions,,1/1/2005,USA,CA,Los Angeles,3000000,12/18/2006,2006,2006-Q4,/company/transcepta,http://www.transcepta.com
Makana Solutions,software,sales compensation solutions,,1/1/2004,USA,NH,Nashua,3000000,5/7/2007,2007,2007-Q2,/company/makana-solutions,http://www.makanasolutions.com
CH Mack,software,management software solutions,,1/1/1993,USA,OH,Cincinnati,3000000,10/1/2007,2007,2007-Q4,/company/ch-mack,http://www.chmack.com
MeetingSense Software,software,action item management software,,1/1/2004,USA,CA,San Diego,3000000,7/29/2007,2007,2007-Q3,/company/meetingsense-software,http://www.meetingsense.com
VFA,software,,,1/1/1998,USA,MA,Boston,3000000,10/31/2006,2006,2006-Q4,/company/vfa,http://www.vfa.com
Nimaya,software,,,1/1/1998,USA,DC,Washington DC,3000000,5/24/2006,2006,2006-Q2,/company/nimaya,http://www.nimaya.com
Kynogon,software,,,1/1/2000,FRA,,Paris,3000000,1/3/2006,2006,2006-Q1,/company/kynogon,http://www.kynogon.com
Orsus Solutions USA,software,,,,USA,CA,Los Angeles,3000000,8/1/2005,2005,2005-Q3,/company/orsus,http://www.orsus.com
Performable,software,Converting Visitors into Customers,"marketing-automation, web-analytics, lifecycle-marketing, landing-pages, ab-testing, split-testing, optimization, conversion, marketing",10/17/2009,USA,MA,Boston,3000000,1/15/2010,2010,2010-Q1,/company/performable,http://www.performable.com
ONFocus Healthcare,software,Healthcare,,1/1/1985,USA,TN,Nashville,3000000,4/14/2010,2010,2010-Q2,/company/onfocus-healthcare,http://www.onfocushealthcare.com
AssetMetrix Corporation,software,a software asset management company,,1/1/2000,CAN,,Ottawa,3000000,2/2/2005,2005,2005-Q1,/company/assetmetrix-corporation,
ClassLink,software,Teaching Industry Software,,1/1/1998,USA,NJ,New York,3000000,8/1/2005,2005,2005-Q3,/company/classlink,http://www.classlink.com
Sphera Corporation,software,Management Software,,,,,unknown,3000000,7/5/2005,2005,2005-Q3,/company/sphera-corporation,
Mathsoft Engineering & Education,software,Math and Science Software,,1/1/1984,USA,MA,Boston,3000000,3/9/2005,2005,2005-Q1,/company/mathsoft-engineering-education,http://www.mathsoft.com
EdgeWave Inc.,software,software development company,,1/1/1995,USA,CA,San Diego,3000000,8/6/2010,2010,2010-Q3,/company/edgewave-inc,http://www.stbernard.com
Particle Code,software,Cross-Platform Development Tools,,5/1/2010,USA,CA,SF Bay,3000000,6/30/2010,2010,2010-Q2,/company/particle-code,http://www.particlecode.com
FlashSoft,software,,"flash, ssd, cache, caching, acceleration, virtualization, server, storage",11/25/2009,USA,CA,SF Bay,3000000,6/28/2011,2011,2011-Q2,/company/flashsoft,http://www.flashsoft.com
OrderWithMe,software,Group Buying from Factories in China,,,USA,TX,Dallas,3000000,12/8/2011,2011,2011-Q4,/company/orderwithme,http://www.orderwithme.com
Nimble CRM,software,Simple Social Business CRM,"socialcrm, sales, marketing, suppor, scrm, customer-relationship-management, e2-0, collaboration, listen, engage",4/1/2009,USA,CA,Los Angeles,3000000,1/4/2012,2012,2012-Q1,/company/nimble-crm,http://www.nimble.com
Contact At Once!,software,Auto Dealer Chat,"auto-dealer-chat, contactatonce, live-chat-software, dealer-chat, website-chat",1/1/2005,USA,GA,Atlanta,3000000,5/8/2012,2012,2012-Q2,/company/contact-at-once,http://autodealerchat.com
Vena Solutions,software,"Embrace, don't replace Excel",,4/12/2011,CAN,,Toronto,3000000,10/29/2012,2012,2012-Q4,/company/vena-solutions,http://venasolutions.com
55social,software,Social Media Company,,7/14/2011,BRA,,Brazil - Other,3000000,11/1/2011,2011,2011-Q4,/company/55social,http://55social.com
OutboundEngine,software,Automated Marketing for SMBs,"email-marketing, social-media, smb, startup, content-marketing, marketing-automation",9/1/2012,USA,TX,Austin,3000000,11/14/2012,2012,2012-Q4,/company/outboundengine,http://www.outboundengine.com
Mirakl,software,On-demand Marketplace platform,,3/1/2011,FRA,,Paris,3000000,11/16/2012,2012,2012-Q4,/company/mirakl,http://www.mirakl.com
Boundless Geo,software,,,,USA,NY,New York,3000000,5/15/2013,2013,2013-Q2,/company/boundlessgeo,http://boundlessgeo.com
Intellitix,software,RFID access control ,,,CAN,,Montreal,3000000,11/16/2011,2011,2011-Q4,/company/intellitix,http://www.intellitix.com
Datorama,software,,,1/1/2012,USA,NY,New York,3000000,8/2/2013,2013,2013-Q3,/company/datorama,http://datorama.com
SMB Suite,software,,,1/1/2004,USA,TX,Dallas,3000000,8/14/2013,2013,2013-Q3,/company/smb-suite,http://smbsuite.com
goCatch,software,,,1/1/2011,AUS,,Sydney,3000000,9/16/2013,2013,2013-Q3,/company/gocatch,http://gocatch.com
Verimed,software,,,,,,unknown,3000000,9/24/2013,2013,2013-Q3,/company/verimed,
SKURA,software,Mobile Sales Enablement,"edetail, edetailing, edetailingipad, salesforce, salesforce-mobile, salesforceipad, closedloop-marketing, clm, contentmanagement, mobilecontent-management, ipad-cms, ipad-sales-cms, digital-sales-aid, dsa, ipad-sales-aids, mobile-content-management, mobil",1/1/1996,CAN,,Oakville,3000000,9/30/2013,2013,2013-Q3,/company/skura,http://www.skura.com
mParticle,software,,,,USA,NY,New York,3000000,10/15/2013,2013,2013-Q4,/company/mparticle,http://mparticle.com
Larotec,software,Computer Software,,12/1/2005,ISR,,Petach - Tikva,3000000,2/4/2008,2008,2008-Q1,/company/larotec,http://www.larotec.com
2C2P,software,Provider of innovative payment solutions,"payment-processing, e-commerce, 3dsecure, payment-security, fraud-control, mcommerce, alternative-form-of-payment",1/1/2008,SGP,,Singapore,3000000,1/1/2011,2011,2011-Q1,/company/2c2p,http://www.2c2p.com
Glassbeam,software,software-as-a-service,"product-intelligence, intelligence-products, intelligent-product-solutions, product-iq, product-management, big-data-analytics, product-analytics",1/1/2009,USA,CA,SF Bay,3000000,9/19/2013,2013,2013-Q3,/company/glassbeam-inc,http://www.glassbeam.com
Blue Rooster,software,,,1/1/2000,USA,WA,Seattle,3000000,10/22/2013,2013,2013-Q4,/company/blue-rooster,http://bluerooster.com
DEY Storage Systems,software,,,,USA,CA,SF Bay,3000000,8/12/2012,2012,2012-Q3,/company/dey-storage-systems,http://www.dey-sys.com
nxtControl,software,software solutions,,1/1/2007,AUT,,Leobersdorf,2980000,10/16/2009,2009,2009-Q4,/company/nxtcontrol,http://www.nxtcontrol.com
The Resumator,software,Social recruiting platform,"saas, hiring, ats, hr, software",1/6/2009,USA,PA,Pittsburg,2975000,1/1/2009,2009,2009-Q1,/company/the-resumator,http://www.theresumator.com
Factor Technology Group,software,,,,USA,CA,SF Bay,2960000,8/30/2007,2007,2007-Q3,/company/factor-technology-group,http://www.factortg.com
Gecad Technologies,software,messaging solutions,"axigen, mail, server, mailserver, email, email-server, linux, messaging, groupware, collaboration",2/15/2001,ROM,,Bucharest,2940000,11/14/2007,2007,2007-Q4,/company/gecad-technologies,http://www.axigen.com
Cartagenia,software,,,,BEL,,Leuven,2919180,10/6/2011,2011,2011-Q4,/company/cartagenia,http://www.cartagenia.com
op5,software,Develop network monitoring software,"network-monitoring, network-management, monitoring, open-source, log-management, log-archive",1/1/2003,SWE,,Kista,2907982,8/29/2006,2006,2006-Q3,/company/op5,http://www.op5.com
Setred,software,3D displays and related software solutio,,,NOR,,Oslo,2880000,1/31/2010,2010,2010-Q1,/company/setred,http://www.setred.com
Groupe Adeuza,software,Multimedia Software,,1/1/1998,FRA,,Nantes,2880000,1/17/2005,2005,2005-Q1,/company/groupe-adeuza,
D square nv,software,Data mining software 4 process industry,"data-mining, software, rd, iwt, chemical-industry, process-industry",12/1/2007,BEL,,Hasselt,2866335,7/17/2008,2008,2008-Q3,/company/d-square-nv,http://www.dsquare.be
ComActivity,software,business software solutions,,1/1/2001,SWE,,Stockholm,2860000,5/15/2007,2007,2007-Q2,/company/comactivity,http://comactivity.com
Diaphonics,software,,,1/1/2000,CAN,,Halifax,2850000,2/21/2005,2005,2005-Q1,/company/diaphonics,
Syncronex,software,enterprise software company,"paywall, pay-wall, paymeter, pay-meter",1/1/1997,USA,WA,Seattle,2830000,11/7/2007,2007,2007-Q4,/company/syncronex,http://www.syncronex.com
TrustAlert,software,,,,NLD,,Netherlands - Other,2826000,7/16/2009,2009,2009-Q3,/company/trustalert,http://www.trustalert.com
Revolv,software,Life & Smart Home Awesomation,"smart-home, internet-of-things, home-automation, techstars, techstars-boulder-2012",5/2/2012,USA,CO,Denver,2818000,9/25/2012,2012,2012-Q3,/company/revolv,http://revolv.com
M2M Solution,software,Machine to Machine Integration,m2m,1/1/2004,FRA,,MOUGINS,2800000,5/25/2009,2009,2009-Q2,/company/m2m-solution,http://www.m2msolution.com
Hoopla Software,software,Put Fun to Work,,1/1/2010,USA,CA,SF Bay,2800000,6/20/2012,2012,2012-Q2,/company/hoopla-software,http://hoopla.net
Plaid,software,,,,USA,CA,SF Bay,2800000,9/19/2013,2013,2013-Q3,/company/plaid,http://plaid.io
Benefitter,software,,rock-health,,USA,CA,SF Bay,2800000,10/1/2012,2012,2012-Q4,/company/benefitter,http://www.benefitter.com
Genasys,software,,,,ESP,,Madrid,2780000,2/27/2009,2009,2009-Q1,/company/genasys,http://www.genasys.com
Reflexion Network Solutions,software,,,1/1/2001,USA,MA,Boston,2750000,11/14/2005,2005,2005-Q4,/company/reflexion-network-solutions,http://www.reflexion.net
Aegis Identity Software,software,Identity Management Software,"iam, idm, sso, federated-identities, higher-education, provisioning, password-management",10/1/2011,USA,CO,Denver,2725000,4/1/2013,2013,2013-Q2,/company/aegis-identity-software,http://www.aegisidentity.com
Footfall123,software,Loyalty platform for the High Street,"coupon, promotion, barcode, email-marketing, mobile-marketing, social-media-marketing",1/1/2004,GBR,,London,2722768,11/30/2012,2012,2012-Q4,/company/footfall123,http://www.footfall123.com
Cognition Technologies,software,,"semantic, natural-language-processing, nlp, web-3-0, search, cognition",9/1/2003,USA,CA,Los Angeles,2700000,7/15/2008,2008,2008-Q3,/company/cognition-technologies,http://www.cognition.com
eXperticity,software,software company,"experts, expert-training, expert-incentives, retail, retail-development, pro-deal, product-seeding",1/1/2005,USA,UT,Salt Lake City,2700000,5/2/2007,2007,2007-Q2,/company/experticity,http://www.eXperticity.com
NetManage,software,software and service solutions,,1/1/1990,USA,CA,SF Bay,2700000,6/17/2007,2007,2007-Q2,/company/netmanage,http://www.netmanage.com
BigTime Software,software,time and billing software,,1/1/2002,USA,IL,Chicago,2700000,10/3/2011,2011,2011-Q4,/company/bigtime-software,http://bigtime.net
Opbeat,software,,,1/1/2012,DNK,,DNK,2700000,7/15/2013,2013,2013-Q3,/company/opbeat,http://www.opbeat.com
GenieDB,software,fully replicated distributed database,"mysql-storage-engine, no-sql-database, mysql-replication, multi-master-database, database-scaling, cloud-database",11/1/2008,USA,CA,Los Angeles,2700000,1/1/2008,2008,2008-Q1,/company/geniedb,http://www.geniedb.com
Phyzios,software,,,6/30/2009,JPN,,Tokyo,2675997,12/13/2010,2010,2010-Q4,/company/phyzios,http://www.phyzios.com
Xcalia,software,s,,,FRA,,Paris,2660000,12/5/2006,2006,2006-Q4,/company/xcalia,http://www.xcalia.com
datango,software,,,1/1/1999,DEU,,Berlin,2650000,11/1/2006,2006,2006-Q4,/company/datango,http://www.datango.com
DSO Interactive,software,software ,,1/1/2001,FRA,,Paris,2650000,3/7/2005,2005,2005-Q1,/company/dso-interactive,http://www.dso-interactive.com
Enroute Systems,software,Shipping Management Software,,1/1/2008,USA,WA,Seattle,2642814,11/13/2009,2009,2009-Q4,/company/enroute-systems,http://www.enroutecorp.com
Novalys,software,development tools,,1/1/1998,FRA,,Boulogne,2640000,1/1/2007,2007,2007-Q1,/company/novalys,http://www.novalys.net
Alter Way,software,open source business process ,,,FRA,,Saint Cloud,2640000,3/12/2007,2007,2007-Q1,/company/alter-way,http://www.alterway.fr
Voluntis,software,,,,FRA,,Paris,2634000,1/1/2007,2007,2007-Q1,/company/voluntis,http://www.voluntis.com
Edxact,software,,,,FRA,,Voiron,2630000,5/13/2005,2005,2005-Q2,/company/edxact,http://www.edxact.com
STARFACE,software,,,,DEU,,Karlsruhe,2622800,11/27/2006,2006,2006-Q4,/company/starface,http://www.starface.de
Exie,software,software company,,1/1/1997,NOR,,Oslo,2610000,5/1/2007,2007,2007-Q2,/company/exie,http://www.exie.com
Txt4,software,Deliver Data,prospect-data-deliver-data,,GBR,,London,2610000,3/27/2006,2006,2006-Q1,/company/txt4,http://www.txt4.com/uk/business/product.html
ArtusLabs,software,Business Software for Scientists,,,,,unknown,2600000,6/26/2008,2008,2008-Q2,/company/artuslabs,http://www.artuslabs.com
CoFluent Design,software,system-level modeling,,1/1/2003,FRA,,Nantes,2600000,2/19/2007,2007,2007-Q1,/company/cofluent-design,http://www.cofluentdesign.com
StackSafe,software,,,,USA,VA,Washington DC,2600000,4/17/2006,2006,2006-Q2,/company/stacksafe,http://www.stacksafe.com
CareinSync,software,,,,USA,CA,SF Bay,2600000,6/6/2012,2012,2012-Q2,/company/careinsync,http://www.careinsync.com
Web Geo Services,software,scocial ,,,FRA,,Montbeliard,2590800,9/20/2012,2012,2012-Q3,/company/web-geo-services,http://www.webgeoservices.com
Ascade,software,,,1/1/1997,SWE,,Stockholm,2590000,4/20/2006,2006,2006-Q2,/company/ascade,http://www.ascade.com
PolicyStat,software,Policy and Procedure Mangement Software,"policy-management, policy-and-procedure-management-software",1/1/2006,USA,IN,Indianapolis,2580000,3/11/2010,2010,2010-Q1,/company/policystat,http://www.policystat.com
Testplant,software,GUI test tool,,4/1/2008,GBR,,London,2564000,1/9/2009,2009,2009-Q1,/company/testplant,http://www.testplant.com
mcTEL,software,Enterprise Mobile App Provider,,,CAN,,Canada - Other,2560000,2/16/2009,2009,2009-Q1,/company/mctel,http://www.mctel.net
Virtual Expert Clinics,software,online educational therapy supports,,1/1/2004,CAN,,Fredericton,2550000,2/27/2007,2007,2007-Q1,/company/virtual-expert-clinics,http://www.autismpro.com
MarketMeSuite,software,Social Media Marketing Platform,"twitter, application, facebook, development",11/1/2009,USA,MA,Boston,2550000,9/22/2011,2011,2011-Q3,/company/market-me-tweet-ltd,http://www.MarketMeSuite.com
VirtualSharp Software,software,Disaster Recovery solutions,,1/1/2010,USA,VA,Washington DC,2547600,5/16/2012,2012,2012-Q2,/company/virtualsharp-software,http://www.virtualsharp.com
Before the Call,software,,,,USA,CA,SF Bay,2540000,4/10/2006,2006,2006-Q2,/company/before-the-call,http://www.beforethecall.com
RVR Systems,software,,,1/1/2002,FRA,,Paris,2530000,5/2/2006,2006,2006-Q2,/company/rvr-systems,http://www.rvrsystems.com
Kee Square,software,video and audio signal processing,,,ITA,,Milano,2520000,2/4/2008,2008,2008-Q1,/company/kee-square,http://www.keesquare.com
